0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,20,0,0,0,0,0,0,5,2,2,2,2,6,5,2,2,2,6,0,0,0,0,0,0,0,0,5,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,20,0,0,0,5,2,2,9,49,20,20,49,3,1,60,61,20,3,0,0,0,0,0,0,0,5,9,20,66,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,20,20,20,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,20,20,20,5,9,49,49,49,20,20,20,49,10,9,62,63,20,10,6,0,0,0,5,2,2,9,26,22,23,20,3,0,0,0,0,0,0,0,0,0,0,0,5,2,2,9,50,50,50,20,20,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,6,0,0,0,0,5,2,2,9,60,61,10,2,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,1,49,49,49,20,20,49,49,20,49,20,20,21,20,20,3,0,5,2,9,40,40,40,21,40,40,40,3,0,0,0,0,0,0,0,0,0,0,0,1,50,50,50,50,59,58,50,20,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,9,26,22,25,10,2,2,2,2,9,26,22,25,62,63,26,22,22,22,25,10,2,6,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,1,49,20,20,20,20,20,20,20,20,20,20,21,20,20,10,2,9,49,40,40,40,26,23,40,40,40,10,6,0,0,0,0,0,0,0,0,0,5,9,50,57,59,59,54,58,49,20,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,22,23,20,24,22,22,22,22,22,22,23,20,24,30,22,23,49,49,49,24,22,25,3,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,5,9,49,49,20,49,20,20,49,20,20,20,20,21,20,20,20,20,49,40,40,40,26,23,40,40,40,40,40,10,6,0,0,0,0,0,0,0,0,1,20,50,57,59,55,55,58,50,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,20,20,20,49,49,49,49,49,20,20,49,49,49,21,49,49,49,49,49,49,49,21,10,2,6,0,0,0,0,0,0,0,0,0,0,
